Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Internship_binary
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Architecture - Landscape Architecture,Female,School of Architecture,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,2,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1
Working,3,Architecture - Landscape Architecture,Female,School of Architecture,1,1
Working,1,Psychology,Female,College and Graduate School of Arts & Sciences,1,1
Working,3,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,1
Working,0,Education - Reading Education,Female,School of Education and Human Development,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Biology,Female,College and Graduate School of Arts & Sciences,0,0
Working,3,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,History,Male,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,2,Applied Statistics,Male,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,3,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0
Working,2,Education - Elementary Education,Female,School of Education and Human Development,1,1
Working,2,Education - Special Education,Female,School of Education and Human Development,1,1
I am continuing my education,0,Religious Studies,Male,College and Graduate School of Arts & Sciences,0,0
Working,1,Psychology,Female,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,3,Government,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,Education - Higher Education,Female,School of Education and Human Development,0,1
I am continuing my education,1,Biology,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0
Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
Working,1,Government,Male,College and Graduate School of Arts & Sciences,1,1
Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,2,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,1,Neuroscience - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,3,Education - Elementary Education,Female,School of Education and Human Development,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Data Science,Female,School of Data Science,0,0
Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1
Working,1,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
Working,1,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,1
Working,1,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,1,1
Working,1,Architecture - Landscape Architecture,Female,School of Architecture,1,1
Working,2,Physics,Male,College and Graduate School of Arts & Sciences,1,1
Working,1,Business Administration,Female,Darden Graduate School of Business Administration,1,1
I am taking a break,1,Architecture,Female,School of Architecture,0,1
Working,2,Education - Social Studies Education,Female,School of Education and Human Development,1,1
Working,2,Architecture - Landscape Architecture,Female,School of Architecture,1,1
Working,0,Biology,Female,College and Graduate School of Arts & Sciences,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Astronomy-Physics,Male,College and Graduate School of Arts & Sciences,0,0
Working,1,Nursing,Female,School of Nursing,1,1
Working,3,Architecture,Female,School of Architecture,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Nursing,Female,School of Nursing,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,1
I am continuing my education,1,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,3,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Philosophy,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,History,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Biology,Male,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Media Studies,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,3,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,0
Working,0,Education - Elementary Education,Female,School of Education and Human Development,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,Economics,Male,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Economics,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Applied Statistics,Male,College and Graduate School of Arts & Sciences,0,0
I am continuing my education,3,Education - Kinesiology,Female,School of Education and Human Development,0,1
Working,2,Law,Male,School of Law,1,1
I am continuing my education,2,Sociology,Female,College and Graduate School of Arts & Sciences,0,1
I will be serving in the military,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0
Working,0,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0
Working,3,Psychology,Female,College and Graduate School of Arts & Sciences,1,1
Working,0,Clinical Research,Male,School of Medicine,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Global Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,0
Working,2,Law,Female,School of Law,1,1
I am continuing my education,0,Biology,Female,College and Graduate School of Arts & Sciences,0,0
I am continuing my education,1,Government,Male,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,2,American Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,2,Sociology,Male,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,0,Chemistry,Female,College and Graduate School of Arts & Sciences,0,0
Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
Working,2,Psychology,Female,College and Graduate School of Arts & Sciences,1,1
Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Media Studies,Female,College and Graduate School of Arts & Sciences,0,1
Working,2,Law,Female,School of Law,1,1
I am taking a break,0,American Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,0,Music,Male,College and Graduate School of Arts & Sciences,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Cognitive Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1
Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,1
Working,0,Chemistry,Female,College and Graduate School of Arts & Sciences,1,0
